,Year,County,Income Poverty Ratio Category,Not Insured
609,2011,Gibson,<= 138% of Poverty,3130
610,2011,Gibson,<= 400% of Poverty,6052
611,2011,Giles,All Incomes,4075
612,2011,Giles,<= 200% of Poverty,2656
613,2011,Giles,<= 250% of Poverty,3065
614,2011,Giles,<= 138% of Poverty,1946
615,2011,Giles,<= 400% of Poverty,3747
616,2011,Grainger,All Incomes,3558
617,2011,Grainger,<= 200% of Poverty,2401
618,2011,Grainger,<= 250% of Poverty,2772
619,2011,Grainger,<= 138% of Poverty,1728
620,2011,Grainger,<= 400% of Poverty,3317
621,2011,Greene,All Incomes,10164
622,2011,Greene,<= 200% of Poverty,6926
623,2011,Greene,<= 250% of Poverty,7948
624,2011,Greene,<= 138% of Poverty,5097
625,2011,Greene,<= 400% of Poverty,9519
626,2011,Grundy,All Incomes,2028
627,2011,Grundy,<= 200% of Poverty,1472
628,2011,Grundy,<= 250% of Poverty,1655
629,2011,Grundy,<= 138% of Poverty,1150
630,2011,Grundy,<= 400% of Poverty,1912
631,2011,Hamblen,All Incomes,10395
632,2011,Hamblen,<= 200% of Poverty,7145
633,2011,Hamblen,<= 250% of Poverty,8246
634,2011,Hamblen,<= 138% of Poverty,5361
635,2011,Hamblen,<= 400% of Poverty,9719
636,2011,Hamilton,All Incomes,45805
637,2011,Hamilton,<= 200% of Poverty,29337
638,2011,Hamilton,<= 250% of Poverty,34132
639,2011,Hamilton,<= 138% of Poverty,20859
640,2011,Hamilton,<= 400% of Poverty,41523
641,2011,Hancock,All Incomes,983
642,2011,Hancock,<= 200% of Poverty,745
643,2011,Hancock,<= 250% of Poverty,820
644,2011,Hancock,<= 138% of Poverty,602
645,2011,Hancock,<= 400% of Poverty,942
646,2011,Hardeman,All Incomes,3148
647,2011,Hardeman,<= 200% of Poverty,2148
648,2011,Hardeman,<= 250% of Poverty,2464
649,2011,Hardeman,<= 138% of Poverty,1647
650,2011,Hardeman,<= 400% of Poverty,2946
651,2011,Hardin,All Incomes,3822
652,2011,Hardin,<= 200% of Poverty,2637
653,2011,Hardin,<= 250% of Poverty,3001
654,2011,Hardin,<= 138% of Poverty,1939
655,2011,Hardin,<= 400% of Poverty,3543
656,2011,Hawkins,All Incomes,7439
657,2011,Hawkins,<= 200% of Poverty,4951
658,2011,Hawkins,<= 250% of Poverty,5734
659,2011,Hawkins,<= 138% of Poverty,3660
660,2011,Hawkins,<= 400% of Poverty,6878
661,2011,Haywood,All Incomes,2608
662,2011,Haywood,<= 200% of Poverty,1823
663,2011,Haywood,<= 250% of Poverty,2087
664,2011,Haywood,<= 138% of Poverty,1363
665,2011,Haywood,<= 400% of Poverty,2441
666,2011,Henderson,All Incomes,3763
667,2011,Henderson,<= 200% of Poverty,2476
668,2011,Henderson,<= 250% of Poverty,2864
669,2011,Henderson,<= 138% of Poverty,1825
670,2011,Henderson,<= 400% of Poverty,3471
671,2011,Henry,All Incomes,4556
672,2011,Henry,<= 200% of Poverty,2987
673,2011,Henry,<= 250% of Poverty,3496
674,2011,Henry,<= 138% of Poverty,2206
675,2011,Henry,<= 400% of Poverty,4204
676,2011,Hickman,All Incomes,3635
677,2011,Hickman,<= 200% of Poverty,2401
678,2011,Hickman,<= 250% of Poverty,2780
679,2011,Hickman,<= 138% of Poverty,1686
680,2011,Hickman,<= 400% of Poverty,3359
681,2011,Houston,All Incomes,1138
682,2011,Houston,<= 200% of Poverty,799
683,2011,Houston,<= 250% of Poverty,904
684,2011,Houston,<= 138% of Poverty,583
685,2011,Houston,<= 400% of Poverty,1061
686,2011,Humphreys,All Incomes,2556
687,2011,Humphreys,<= 200% of Poverty,1704
688,2011,Humphreys,<= 250% of Poverty,1968
689,2011,Humphreys,<= 138% of Poverty,1211
690,2011,Humphreys,<= 400% of Poverty,2355
691,2011,Jackson,All Incomes,1760
692,2011,Jackson,<= 200% of Poverty,1242
693,2011,Jackson,<= 250% of Poverty,1412
694,2011,Jackson,<= 138% of Poverty,935
695,2011,Jackson,<= 400% of Poverty,1666
696,2011,Jefferson,All Incomes,7306
697,2011,Jefferson,<= 200% of Poverty,4966
698,2011,Jefferson,<= 250% of Poverty,5697
699,2011,Jefferson,<= 138% of Poverty,3675
700,2011,Jefferson,<= 400% of Poverty,6749
701,2011,Johnson,All Incomes,2309
702,2011,Johnson,<= 200% of Poverty,1597
703,2011,Johnson,<= 250% of Poverty,1824
704,2011,Johnson,<= 138% of Poverty,1235
705,2011,Johnson,<= 400% of Poverty,2170
706,2011,Knox,All Incomes,54572
707,2011,Knox,<= 200% of Poverty,33981
708,2011,Knox,<= 250% of Poverty,39736
709,2011,Knox,<= 138% of Poverty,24200
710,2011,Knox,<= 400% of Poverty,48793
711,2011,Lake,All Incomes,695
712,2011,Lake,<= 200% of Poverty,490
713,2011,Lake,<= 250% of Poverty,552
714,2011,Lake,<= 138% of Poverty,371
715,2011,Lake,<= 400% of Poverty,651
716,2011,Lauderdale,All Incomes,3516
717,2011,Lauderdale,<= 200% of Poverty,2415
718,2011,Lauderdale,<= 250% of Poverty,2764
719,2011,Lauderdale,<= 138% of Poverty,1822
720,2011,Lauderdale,<= 400% of Poverty,3269
721,2011,Lawrence,All Incomes,6146
722,2011,Lawrence,<= 200% of Poverty,4077
723,2011,Lawrence,<= 250% of Poverty,4767
724,2011,Lawrence,<= 138% of Poverty,2984
725,2011,Lawrence,<= 400% of Poverty,5750
726,2011,Lewis,All Incomes,1910
727,2011,Lewis,<= 200% of Poverty,1311
728,2011,Lewis,<= 250% of Poverty,1505
729,2011,Lewis,<= 138% of Poverty,983
730,2011,Lewis,<= 400% of Poverty,1789
731,2011,Lincoln,All Incomes,4547
732,2011,Lincoln,<= 200% of Poverty,2846
733,2011,Lincoln,<= 250% of Poverty,3388
734,2011,Lincoln,<= 138% of Poverty,2043
735,2011,Lincoln,<= 400% of Poverty,4121
736,2011,Loudon,All Incomes,6405
737,2011,Loudon,<= 200% of Poverty,4163
738,2011,Loudon,<= 250% of Poverty,4793
739,2011,Loudon,<= 138% of Poverty,2899
740,2011,Loudon,<= 400% of Poverty,5827
741,2011,McMinn,All Incomes,7339
742,2011,McMinn,<= 200% of Poverty,4964
743,2011,McMinn,<= 250% of Poverty,5717
744,2011,McMinn,<= 138% of Poverty,3626
745,2011,McMinn,<= 400% of Poverty,6784
746,2011,McNairy,All Incomes,3689
747,2011,McNairy,<= 200% of Poverty,2464
748,2011,McNairy,<= 250% of Poverty,2866
749,2011,McNairy,<= 138% of Poverty,1778
750,2011,McNairy,<= 400% of Poverty,3433
751,2011,Macon,All Incomes,3981
752,2011,Macon,<= 200% of Poverty,2785
753,2011,Macon,<= 250% of Poverty,3187
754,2011,Macon,<= 138% of Poverty,2077
755,2011,Macon,<= 400% of Poverty,3741
756,2011,Madison,All Incomes,13508
757,2011,Madison,<= 200% of Poverty,8966
758,2011,Madison,<= 250% of Poverty,10222
759,2011,Madison,<= 138% of Poverty,6511
760,2011,Madison,<= 400% of Poverty,12317
761,2011,Marion,All Incomes,3942
762,2011,Marion,<= 200% of Poverty,2537
763,2011,Marion,<= 250% of Poverty,2945
764,2011,Marion,<= 138% of Poverty,1834
765,2011,Marion,<= 400% of Poverty,3614
766,2011,Marshall,All Incomes,5022
767,2011,Marshall,<= 200% of Poverty,3386
768,2011,Marshall,<= 250% of Poverty,3923
769,2011,Marshall,<= 138% of Poverty,2469
770,2011,Marshall,<= 400% of Poverty,4665
771,2011,Maury,All Incomes,10998
772,2011,Maury,<= 200% of Poverty,6899
773,2011,Maury,<= 250% of Poverty,8139
774,2011,Maury,<= 138% of Poverty,4900
775,2011,Maury,<= 400% of Poverty,10009
776,2011,Meigs,All Incomes,1642
777,2011,Meigs,<= 200% of Poverty,1152
778,2011,Meigs,<= 250% of Poverty,1308
779,2011,Meigs,<= 138% of Poverty,879
780,2011,Meigs,<= 400% of Poverty,1523
781,2011,Monroe,All Incomes,7097
782,2011,Monroe,<= 200% of Poverty,4828
783,2011,Monroe,<= 250% of Poverty,5572
784,2011,Monroe,<= 138% of Poverty,3568
785,2011,Monroe,<= 400% of Poverty,6672
786,2011,Montgomery,All Incomes,25444
787,2011,Montgomery,<= 200% of Poverty,16592
788,2011,Montgomery,<= 250% of Poverty,19044
789,2011,Montgomery,<= 138% of Poverty,11838
790,2011,Montgomery,<= 400% of Poverty,23258
791,2011,Moore,All Incomes,829
792,2011,Moore,<= 200% of Poverty,522
793,2011,Moore,<= 250% of Poverty,613
794,2011,Moore,<= 138% of Poverty,370
795,2011,Moore,<= 400% of Poverty,753
796,2011,Morgan,All Incomes,2767
797,2011,Morgan,<= 200% of Poverty,1867
798,2011,Morgan,<= 250% of Poverty,2158
799,2011,Morgan,<= 138% of Poverty,1388
800,2011,Morgan,<= 400% of Poverty,2576
801,2011,Obion,All Incomes,4144
802,2011,Obion,<= 200% of Poverty,2699
803,2011,Obion,<= 250% of Poverty,3153
804,2011,Obion,<= 138% of Poverty,1966
805,2011,Obion,<= 400% of Poverty,3822
806,2011,Overton,All Incomes,3166
807,2011,Overton,<= 200% of Poverty,2166
808,2011,Overton,<= 250% of Poverty,2501
809,2011,Overton,<= 138% of Poverty,1626
810,2011,Overton,<= 400% of Poverty,2979
811,2011,Perry,All Incomes,1244
812,2011,Perry,<= 200% of Poverty,880
813,2011,Perry,<= 250% of Poverty,994
814,2011,Perry,<= 138% of Poverty,650
815,2011,Perry,<= 400% of Poverty,1166
816,2011,Pickett,All Incomes,879
817,2011,Pickett,<= 200% of Poverty,608
818,2011,Pickett,<= 250% of Poverty,695
819,2011,Pickett,<= 138% of Poverty,440
820,2011,Pickett,<= 400% of Poverty,821
821,2011,Polk,All Incomes,2542
822,2011,Polk,<= 200% of Poverty,1644
823,2011,Polk,<= 250% of Poverty,1924
824,2011,Polk,<= 138% of Poverty,1213
825,2011,Polk,<= 400% of Poverty,2359
826,2011,Putnam,All Incomes,12171
827,2011,Putnam,<= 200% of Poverty,8679
828,2011,Putnam,<= 250% of Poverty,9714
829,2011,Putnam,<= 138% of Poverty,6519
830,2011,Putnam,<= 400% of Poverty,11409
831,2011,Rhea,All Incomes,4574
832,2011,Rhea,<= 200% of Poverty,3062
833,2011,Rhea,<= 250% of Poverty,3525
834,2011,Rhea,<= 138% of Poverty,2285
835,2011,Rhea,<= 400% of Poverty,4265
836,2011,Roane,All Incomes,6409
837,2011,Roane,<= 200% of Poverty,4121
838,2011,Roane,<= 250% of Poverty,4784
839,2011,Roane,<= 138% of Poverty,2926
840,2011,Roane,<= 400% of Poverty,5812
841,2011,Robertson,All Incomes,10326
842,2011,Robertson,<= 200% of Poverty,6537
843,2011,Robertson,<= 250% of Poverty,7671
844,2011,Robertson,<= 138% of Poverty,4662
845,2011,Robertson,<= 400% of Poverty,9434
846,2011,Rutherford,All Incomes,39817
847,2011,Rutherford,<= 200% of Poverty,25697
848,2011,Rutherford,<= 250% of Poverty,29834
849,2011,Rutherford,<= 138% of Poverty,18269
850,2011,Rutherford,<= 400% of Poverty,36327
851,2011,Scott,All Incomes,3462
852,2011,Scott,<= 200% of Poverty,2427
853,2011,Scott,<= 250% of Poverty,2770
854,2011,Scott,<= 138% of Poverty,1858
855,2011,Scott,<= 400% of Poverty,3272
856,2011,Sequatchie,All Incomes,2075
857,2011,Sequatchie,<= 200% of Poverty,1424
858,2011,Sequatchie,<= 250% of Poverty,1618
859,2011,Sequatchie,<= 138% of Poverty,1052
860,2011,Sequatchie,<= 400% of Poverty,1916
861,2011,Sevier,All Incomes,16914
862,2011,Sevier,<= 200% of Poverty,11195
863,2011,Sevier,<= 250% of Poverty,12942
864,2011,Sevier,<= 138% of Poverty,7932
865,2011,Sevier,<= 400% of Poverty,15627
866,2011,Shelby,All Incomes,148501
867,2011,Shelby,<= 200% of Poverty,98251
868,2011,Shelby,<= 250% of Poverty,112129
869,2011,Shelby,<= 138% of Poverty,71647
870,2011,Shelby,<= 400% of Poverty,134227
871,2011,Smith,All Incomes,2737
872,2011,Smith,<= 200% of Poverty,1758
873,2011,Smith,<= 250% of Poverty,2049
874,2011,Smith,<= 138% of Poverty,1279
875,2011,Smith,<= 400% of Poverty,2517
876,2011,Stewart,All Incomes,1887
877,2011,Stewart,<= 200% of Poverty,1267
878,2011,Stewart,<= 250% of Poverty,1453
879,2011,Stewart,<= 138% of Poverty,923
880,2011,Stewart,<= 400% of Poverty,1727
881,2011,Sullivan,All Incomes,19688
882,2011,Sullivan,<= 200% of Poverty,12970
883,2011,Sullivan,<= 250% of Poverty,14942
884,2011,Sullivan,<= 138% of Poverty,9494
885,2011,Sullivan,<= 400% of Poverty,18010
886,2011,Sumner,All Incomes,21253
887,2011,Sumner,<= 200% of Poverty,12714
888,2011,Sumner,<= 250% of Poverty,15009
889,2011,Sumner,<= 138% of Poverty,8600
890,2011,Sumner,<= 400% of Poverty,18987
891,2011,Tipton,All Incomes,7540
892,2011,Tipton,<= 200% of Poverty,4645
893,2011,Tipton,<= 250% of Poverty,5438
894,2011,Tipton,<= 138% of Poverty,3364
895,2011,Tipton,<= 400% of Poverty,6774
896,2011,Trousdale,All Incomes,1208
897,2011,Trousdale,<= 200% of Poverty,804
898,2011,Trousdale,<= 250% of Poverty,921
899,2011,Trousdale,<= 138% of Poverty,572
900,2011,Trousdale,<= 400% of Poverty,1109
901,2011,Unicoi,All Incomes,2541
902,2011,Unicoi,<= 200% of Poverty,1747
903,2011,Unicoi,<= 250% of Poverty,1982
904,2011,Unicoi,<= 138% of Poverty,1326
905,2011,Unicoi,<= 400% of Poverty,2366
906,2011,Union,All Incomes,3057
907,2011,Union,<= 200% of Poverty,2084
908,2011,Union,<= 250% of Poverty,2381
909,2011,Union,<= 138% of Poverty,1514
910,2011,Union,<= 400% of Poverty,2857
911,2011,Van Buren,All Incomes,837
912,2011,Van Buren,<= 200% of Poverty,604
913,2011,Van Buren,<= 250% of Poverty,682
914,2011,Van Buren,<= 138% of Poverty,456
915,2011,Van Buren,<= 400% of Poverty,791
916,2011,Warren,All Incomes,7078
917,2011,Warren,<= 200% of Poverty,4883
918,2011,Warren,<= 250% of Poverty,5595
919,2011,Warren,<= 138% of Poverty,3599
920,2011,Warren,<= 400% of Poverty,6608
921,2011,Washington,All Incomes,17287
922,2011,Washington,<= 200% of Poverty,11685
923,2011,Washington,<= 250% of Poverty,13380
924,2011,Washington,<= 138% of Poverty,8525
925,2011,Washington,<= 400% of Poverty,15842
926,2011,Wayne,All Incomes,2399
927,2011,Wayne,<= 200% of Poverty,1675
928,2011,Wayne,<= 250% of Poverty,1917
929,2011,Wayne,<= 138% of Poverty,1225
930,2011,Wayne,<= 400% of Poverty,2256
931,2011,Weakley,All Incomes,4920
932,2011,Weakley,<= 200% of Poverty,3447
933,2011,Weakley,<= 250% of Poverty,3921
934,2011,Weakley,<= 138% of Poverty,2547
935,2011,Weakley,<= 400% of Poverty,4579
936,2011,White,All Incomes,3837
937,2011,White,<= 200% of Poverty,2618
938,2011,White,<= 250% of Poverty,3045
939,2011,White,<= 138% of Poverty,1920
940,2011,White,<= 400% of Poverty,3591
941,2011,Williamson,All Incomes,15370
942,2011,Williamson,<= 200% of Poverty,8200
943,2011,Williamson,<= 250% of Poverty,9874
944,2011,Williamson,<= 138% of Poverty,5257
945,2011,Williamson,<= 400% of Poverty,12723
946,2011,Wilson,All Incomes,13860
947,2011,Wilson,<= 200% of Poverty,8155
948,2011,Wilson,<= 250% of Poverty,9676
949,2011,Wilson,<= 138% of Poverty,5574
950,2011,Wilson,<= 400% of Poverty,12176
951,time,,IPR_DESC,NUI_PT
952,2012,Anderson,All Incomes,8247
953,2012,Anderson,<= 200% of Poverty,5359
954,2012,Anderson,<= 250% of Poverty,6187
955,2012,Anderson,<= 138% of Poverty,3920
956,2012,Anderson,<= 400% of Poverty,7583
957,2012,Anderson,138% to 400% of Poverty,3663
958,2012,Bedford,All Incomes,7818
959,2012,Bedford,<= 200% of Poverty,5270
960,2012,Bedford,<= 250% of Poverty,6078
961,2012,Bedford,<= 138% of Poverty,3783
962,2012,Bedford,<= 400% of Poverty,7269
963,2012,Bedford,138% to 400% of Poverty,3485
964,2012,Benton,All Incomes,2398
965,2012,Benton,<= 200% of Poverty,1624
966,2012,Benton,<= 250% of Poverty,1861
967,2012,Benton,<= 138% of Poverty,1205
968,2012,Benton,<= 400% of Poverty,2227
969,2012,Benton,138% to 400% of Poverty,1022
970,2012,Bledsoe,All Incomes,1861
971,2012,Bledsoe,<= 200% of Poverty,1275
972,2012,Bledsoe,<= 250% of Poverty,1472
973,2012,Bledsoe,<= 138% of Poverty,924
974,2012,Bledsoe,<= 400% of Poverty,1737
975,2012,Bledsoe,138% to 400% of Poverty,813
976,2012,Blount,All Incomes,14793
977,2012,Blount,<= 200% of Poverty,9283
978,2012,Blount,<= 250% of Poverty,10763
979,2012,Blount,<= 138% of Poverty,6433
980,2012,Blount,<= 400% of Poverty,13411
981,2012,Blount,138% to 400% of Poverty,6978
982,2012,Bradley,All Incomes,13411
983,2012,Bradley,<= 200% of Poverty,8978
984,2012,Bradley,<= 250% of Poverty,10224
985,2012,Bradley,<= 138% of Poverty,6286
986,2012,Bradley,<= 400% of Poverty,12363
987,2012,Bradley,138% to 400% of Poverty,6078
988,2012,Campbell,All Incomes,5347
989,2012,Campbell,<= 200% of Poverty,3599
990,2012,Campbell,<= 250% of Poverty,4142
991,2012,Campbell,<= 138% of Poverty,2670
992,2012,Campbell,<= 400% of Poverty,5010
993,2012,Campbell,138% to 400% of Poverty,2340
994,2012,Cannon,All Incomes,1976
995,2012,Cannon,<= 200% of Poverty,1283
996,2012,Cannon,<= 250% of Poverty,1508
997,2012,Cannon,<= 138% of Poverty,935
998,2012,Cannon,<= 400% of Poverty,1827
999,2012,Cannon,138% to 400% of Poverty,892
1000,2012,Carroll,All Incomes,3661
1001,2012,Carroll,<= 200% of Poverty,2442
1002,2012,Carroll,<= 250% of Poverty,2838
1003,2012,Carroll,<= 138% of Poverty,1794
1004,2012,Carroll,<= 400% of Poverty,3388
1005,2012,Carroll,138% to 400% of Poverty,1595
1006,2012,Carter,All Incomes,7900
1007,2012,Carter,<= 200% of Poverty,5363
1008,2012,Carter,<= 250% of Poverty,6203
1009,2012,Carter,<= 138% of Poverty,3970
1010,2012,Carter,<= 400% of Poverty,7418
1011,2012,Carter,138% to 400% of Poverty,3448
1012,2012,Cheatham,All Incomes,5497
1013,2012,Cheatham,<= 200% of Poverty,3312
1014,2012,Cheatham,<= 250% of Poverty,3908
1015,2012,Cheatham,<= 138% of Poverty,2288
1016,2012,Cheatham,<= 400% of Poverty,4907
1017,2012,Cheatham,138% to 400% of Poverty,2619
1018,2012,Chester,All Incomes,2119
1019,2012,Chester,<= 200% of Poverty,1392
1020,2012,Chester,<= 250% of Poverty,1639
1021,2012,Chester,<= 138% of Poverty,1008
1022,2012,Chester,<= 400% of Poverty,1958
1023,2012,Chester,138% to 400% of Poverty,949
1024,2012,Claiborne,All Incomes,4110
1025,2012,Claiborne,<= 200% of Poverty,2764
1026,2012,Claiborne,<= 250% of Poverty,3177
1027,2012,Claiborne,<= 138% of Poverty,2057
1028,2012,Claiborne,<= 400% of Poverty,3855
1029,2012,Claiborne,138% to 400% of Poverty,1799
1030,2012,Clay,All Incomes,1125
1031,2012,Clay,<= 200% of Poverty,806
1032,2012,Clay,<= 250% of Poverty,910
1033,2012,Clay,<= 138% of Poverty,619
1034,2012,Clay,<= 400% of Poverty,1062
1035,2012,Clay,138% to 400% of Poverty,443
1036,2012,Cocke,All Incomes,5209
1037,2012,Cocke,<= 200% of Poverty,3718
1038,2012,Cocke,<= 250% of Poverty,4197
1039,2012,Cocke,<= 138% of Poverty,2882
1040,2012,Cocke,<= 400% of Poverty,4910
1041,2012,Cocke,138% to 400% of Poverty,2028
1042,2012,Coffee,All Incomes,7549
1043,2012,Coffee,<= 200% of Poverty,4957
1044,2012,Coffee,<= 250% of Poverty,5715
1045,2012,Coffee,<= 138% of Poverty,3652
1046,2012,Coffee,<= 400% of Poverty,6980
1047,2012,Coffee,138% to 400% of Poverty,3328
1048,2012,Crockett,All Incomes,2354
1049,2012,Crockett,<= 200% of Poverty,1594
1050,2012,Crockett,<= 250% of Poverty,1836
1051,2012,Crockett,<= 138% of Poverty,1139
1052,2012,Crockett,<= 400% of Poverty,2202
1053,2012,Crockett,138% to 400% of Poverty,1062
1054,2012,Cumberland,All Incomes,7492
1055,2012,Cumberland,<= 200% of Poverty,5076
1056,2012,Cumberland,<= 250% of Poverty,5888
1057,2012,Cumberland,<= 138% of Poverty,3608
1058,2012,Cumberland,<= 400% of Poverty,6993
1059,2012,Cumberland,138% to 400% of Poverty,3385
1060,2012,Davidson,All Incomes,103496
1061,2012,Davidson,<= 200% of Poverty,67253
1062,2012,Davidson,<= 250% of Poverty,77529
1063,2012,Davidson,<= 138% of Poverty,48103
1064,2012,Davidson,<= 400% of Poverty,93801
1065,2012,Davidson,138% to 400% of Poverty,45698
1066,2012,Decatur,All Incomes,1640
1067,2012,Decatur,<= 200% of Poverty,1093
1068,2012,Decatur,<= 250% of Poverty,1267
1069,2012,Decatur,<= 138% of Poverty,806
1070,2012,Decatur,<= 400% of Poverty,1512
1071,2012,Decatur,138% to 400% of Poverty,706
1072,2012,DeKalb,All Incomes,3101
1073,2012,DeKalb,<= 200% of Poverty,2168
1074,2012,DeKalb,<= 250% of Poverty,2502
1075,2012,DeKalb,<= 138% of Poverty,1612
1076,2012,DeKalb,<= 400% of Poverty,2928
1077,2012,DeKalb,138% to 400% of Poverty,1317
1078,2012,Dickson,All Incomes,6617
1079,2012,Dickson,<= 200% of Poverty,4225
1080,2012,Dickson,<= 250% of Poverty,4918
1081,2012,Dickson,<= 138% of Poverty,2904
1082,2012,Dickson,<= 400% of Poverty,6039
1083,2012,Dickson,138% to 400% of Poverty,3135
1084,2012,Dyer,All Incomes,4430
1085,2012,Dyer,<= 200% of Poverty,2856
1086,2012,Dyer,<= 250% of Poverty,3347
1087,2012,Dyer,<= 138% of Poverty,2100
1088,2012,Dyer,<= 400% of Poverty,4089
1089,2012,Dyer,138% to 400% of Poverty,1989
1090,2012,Fayette,All Incomes,4426
1091,2012,Fayette,<= 200% of Poverty,2653
1092,2012,Fayette,<= 250% of Poverty,3109
1093,2012,Fayette,<= 138% of Poverty,1875
1094,2012,Fayette,<= 400% of Poverty,3865
1095,2012,Fayette,138% to 400% of Poverty,1990
1096,2012,Fentress,All Incomes,2626
1097,2012,Fentress,<= 200% of Poverty,1890
1098,2012,Fentress,<= 250% of Poverty,2146
1099,2012,Fentress,<= 138% of Poverty,1442
1100,2012,Fentress,<= 400% of Poverty,2482
1101,2012,Fentress,138% to 400% of Poverty,1040
1102,2012,Franklin,All Incomes,5086
1103,2012,Franklin,<= 200% of Poverty,3218
1104,2012,Franklin,<= 250% of Poverty,3806
1105,2012,Franklin,<= 138% of Poverty,2236
1106,2012,Franklin,<= 400% of Poverty,4630
1107,2012,Franklin,138% to 400% of Poverty,2394
1108,2012,Gibson,All Incomes,6185
1109,2012,Gibson,<= 200% of Poverty,4037
1110,2012,Gibson,<= 250% of Poverty,4674
1111,2012,Gibson,<= 138% of Poverty,2904
1112,2012,Gibson,<= 400% of Poverty,5713
1113,2012,Gibson,138% to 400% of Poverty,2809
1114,2012,Giles,All Incomes,3685
1115,2012,Giles,<= 200% of Poverty,2422
1116,2012,Giles,<= 250% of Poverty,2786
1117,2012,Giles,<= 138% of Poverty,1761
1118,2012,Giles,<= 400% of Poverty,3390
1119,2012,Giles,138% to 400% of Poverty,1629
1120,2012,Grainger,All Incomes,3236
1121,2012,Grainger,<= 200% of Poverty,2215
1122,2012,Grainger,<= 250% of Poverty,2551
1123,2012,Grainger,<= 138% of Poverty,1609
1124,2012,Grainger,<= 400% of Poverty,3024
1125,2012,Grainger,138% to 400% of Poverty,1414
1126,2012,Greene,All Incomes,9424
1127,2012,Greene,<= 200% of Poverty,6440
1128,2012,Greene,<= 250% of Poverty,7394
1129,2012,Greene,<= 138% of Poverty,4768
1130,2012,Greene,<= 400% of Poverty,8821
1131,2012,Greene,138% to 400% of Poverty,4053
1132,2012,Grundy,All Incomes,2063
1133,2012,Grundy,<= 200% of Poverty,1485
1134,2012,Grundy,<= 250% of Poverty,1672
1135,2012,Grundy,<= 138% of Poverty,1151
1136,2012,Grundy,<= 400% of Poverty,1941
